Станция,Номер линии,Дата,4/3/2024,4/2/2024,4/1/2024,3/31/2024,3/30/2024,3/29/2024,3/28/2024,3/27/2024,3/26/2024,3/25/2024,3/24/2024,3/23/2024,3/22/2024,3/21/2024,3/20/2024,3/19/2024,3/18/2024,3/17/2024,3/16/2024,3/15/2024,3/14/2024,3/13/2024,3/12/2024,3/11/2024,3/10/2024,3/9/2024,3/8/2024,3/7/2024,3/6/2024,3/5/2024,3/4/2024,3/3/2024,3/2/2024,3/1/2024,2/29/2024,2/28/2024,2/27/2024,2/26/2024,2/25/2024,2/24/2024,2/23/2024,2/22/2024,2/21/2024,2/20/2024,2/19/2024,2/18/2024,2/17/2024,2/16/2024,2/15/2024,2/14/2024,2/13/2024,2/12/2024,2/11/2024,2/10/2024,2/9/2024,2/8/2024,2/7/2024,2/6/2024,2/5/2024,2/4/2024,2/3/2024,2/2/2024,2/1/2024,1/31/2024,1/30/2024,1/29/2024,1/28/2024,1/27/2024,1/26/2024,1/25/2024,1/24/2024,1/23/2024,1/22/2024,1/21/2024,1/20/2024,1/19/2024,1/18/2024,1/17/2024,1/16/2024,1/15/2024,1/14/2024,1/13/2024,1/12/2024,1/11/2024,1/10/2024,1/9/2024,1/8/2024,1/7/2024,1/6/2024,1/5/2024,1/4/2024,1/3/2024,1/2/2024,1/1/2024
Лефортово нек.,1779,НЕКРАСОВСКАЯ,9525,14483,15365,18208,7381,4029,1733,14380,3021,12478,7833,18229,5265,14904,2825,19432,6930,2079,6447,9466,17136,6199,17852,12319,4209,7970,8213,13234,14790,9111,14207,14981,16563,19682,8097,15087,9101,10986,18233,3732,4576,7078,4839,1347,18468,19395,17749,15706,12012,4300,19612,7854,1380,12521,17217,13400,7740,8375,7642,13249,16698,16944,7591,14517,9326,4493,11025,15011,17025,14454,11591,8737,7873,10987,14790,9893,5544,1281,11298,6820,6248,15625,14236,5348,6577,13124,2589,3537,12116,19549,1353,17458,19688,16407
Авиамоторная БКЛ,1749,БКЛ,17739,9308,7688,1880,13972,1784,18237,10068,5225,17019,19383,12049,4805,18710,17559,5779,2937,11492,18873,8734,19832,15966,18475,19287,5793,19321,18482,19390,18787,4935,4474,6820,8237,1440,17338,1583,13583,12423,2361,8396,6644,3238,2975,11570,7557,19830,1880,1253,16789,14260,17018,18029,11650,8356,11521,19078,7400,7387,16223,15313,14211,14703,6692,17647,4124,6759,4849,7860,2705,18439,17761,12549,6365,12961,6412,17144,11478,6680,2648,4877,7354,3821,16086,11599,18665,16514,10576,6739,9504,15955,12377,14246,12434,9044
Лефортово БКЛ,1749,БКЛ,10849,3072,18880,1638,14729,10713,10951,16809,14787,15387,17415,6112,15895,17538,11589,17328,14845,5097,1506,6032,7848,3119,11356,15763,17405,15315,9505,12406,13401,19359,11437,11576,18821,5311,6297,10894,9857,13211,14248,11089,1998,1804,3283,12768,10396,2581,5263,16293,6649,1706,17895,14212,1876,17303,13012,13113,19104,16956,3996,8877,6034,2293,10739,16136,1851,8280,8959,18708,5482,1818,10819,3996,5500,8954,5591,9496,15251,1153,15839,11053,1861,19902,1609,4344,19438,19461,14211,14419,14231,2534,12681,6843,7879,9654
Электрозав-я БКЛ,1749,БКЛ,11960,17090,12275,12672,12441,14118,12297,6544,18644,10614,7843,4238,17781,6842,9680,7153,14670,6619,9245,17615,6246,19238,4076,1455,6319,7333,11392,14917,3324,8996,14095,10771,8812,9510,6837,10828,2328,8677,17136,9993,7731,12416,2926,9766,14289,11372,15943,7698,7424,17745,3755,17524,1631,12043,13891,13561,3171,1885,14869,8668,11107,9869,16799,11218,10982,18317,7862,6156,3113,10953,13791,1022,18581,16976,10488,8781,12714,1558,5808,7995,16195,8857,13644,7224,9903,2915,10072,6849,13939,17258,4343,4036,3917,5506
Народное Ополч-е,1749,БКЛ,13514,19752,17462,10540,6312,2635,2899,8166,15730,6779,4386,18659,12496,9991,13544,5365,5943,5986,14777,16778,14794,14261,10872,16764,11554,5215,7664,9883,4641,4515,14802,16409,5500,2746,1149,1923,3414,11313,13262,9042,18395,17100,19979,16415,15410,12856,4701,19304,2118,2051,3981,14758,15601,7207,19576,2435,16061,14492,7557,17844,5206,3385,7918,16216,5428,7204,14264,15924,15781,4093,2110,19853,15660,6170,14483,16543,12926,6875,15750,19863,15746,8907,15432,12433,17021,10895,8740,12197,19093,4369,4981,19088,16686,14780
Мнёвники,1749,БКЛ,10905,8634,9446,13451,11111,15828,19589,1779,19629,16841,5725,14856,18611,4324,5852,12133,15149,14753,15337,11287,12943,9883,10471,2703,18550,14997,11420,19132,3743,1374,17071,9709,8609,1085,10701,7850,11130,19968,1010,13279,19546,19910,16293,9214,7357,14526,3979,10172,17437,16219,5125,10200,9151,17988,7379,3014,3269,8316,8114,5084,19620,7994,18852,5124,3436,1266,18200,13203,14685,18529,16705,15298,19715,12237,5060,17857,17753,17819,8156,4511,18335,19688,17432,18700,5538,4904,4592,11720,2842,5462,13420,9177,2101,12238
Электрозав-я нек,1779,НЕКРАСОВСКАЯ,8422,19498,17218,15283,3554,2919,2932,11739,2550,15859,17883,1507,19013,4612,6600,4498,9492,15052,15394,18771,1507,4746,10759,19351,4497,10092,12929,14804,15210,15984,10872,15604,17142,3123,13537,18839,18665,1354,11572,14142,14762,9485,16497,19920,14218,10194,9326,18200,18841,1956,7448,12100,14167,10432,16681,2556,13220,18892,4230,8263,2862,1432,16103,19650,6055,12933,9971,4848,9724,1085,3153,7405,10377,17907,10182,12096,18661,5520,11115,10280,5278,16663,14721,15516,13392,12098,16806,1370,19022,6437,17081,2608,16023,4522
Хорошёвская(Мн),1749,БКЛ,14822,18507,13893,9121,11581,11915,3425,14418,15857,16000,10381,12226,9051,5986,15111,2957,6883,12015,17805,1838,17016,9672,5047,19179,1716,15900,3714,16538,2186,11579,8021,12652,18170,15018,13118,12217,11554,1469,2332,6179,18124,16839,8336,7549,9854,5347,12647,17668,2975,6000,19276,2631,19489,7593,8240,11879,10654,8731,19497,19901,4976,8373,17721,5226,3113,5621,15340,12875,1408,16819,16107,19852,1410,15916,12365,19951,16467,7783,9199,2275,8230,13421,17209,2844,17343,4351,7174,8213,10803,14324,14575,7144,10076,13048
Каховская,1749,БКЛ,17594,3120,1296,3600,6811,18522,14406,5550,18930,18061,6807,15901,3911,14680,5766,19870,19452,9887,12338,11796,13289,18828,2414,5302,10131,4258,5429,17765,14940,7879,8037,4684,5542,6947,3502,19544,7500,1992,8856,2529,9341,2235,10797,9115,8699,3879,9097,13071,1177,5854,7967,9076,2052,9584,9621,8891,15427,8103,14991,1795,18383,4856,13654,2878,19594,9894,15699,1042,5016,13402,5007,13653,16269,14732,1558,14360,10033,3566,4721,10873,9287,4735,1989,5226,19558,10576,13401,8618,7260,11504,6662,1018,2894,5300
Зюзино,1749,БКЛ,5378,7205,19330,18643,2990,3099,14322,15490,15274,6745,9524,16331,19667,5804,7630,14264,18012,8270,10930,9809,2935,19339,17376,11979,4308,8940,16756,18476,8738,5782,14183,19722,16062,12198,18509,10033,17009,15669,15496,17972,13102,9587,10012,10903,4669,6656,3257,17966,3643,9295,8301,12115,19744,5019,13572,7703,1466,5251,19649,12364,15205,4463,4188,1288,17940,13674,11381,12403,5513,8521,3385,12322,9894,3548,7141,12873,13424,13468,5956,1595,1594,19644,17615,16600,13557,7755,17643,18717,6319,2452,6333,2801,10048,2002
Воронцовская,1749,БКЛ,17273,3794,8654,6971,15822,9704,3806,13188,12316,10516,10926,10028,15463,13204,9344,3410,2975,12376,13810,7493,2117,9145,11388,5265,11657,18023,16055,12352,2310,4969,11595,6352,13361,2042,12307,2790,10542,5299,17091,19240,18226,19628,7923,17169,4646,18310,6201,19400,11927,13481,15019,7767,4511,16172,17017,18544,9812,14579,17075,6389,16068,14440,3307,11406,14632,8126,11134,6785,2642,4973,10249,7301,17593,10487,14784,12533,11261,13693,10185,13227,4860,10453,11605,19435,1739,6631,14420,9276,6112,6391,9399,18208,10683,15854
Новаторская,1749,БКЛ,3040,7350,19029,7388,4056,10598,7141,10746,16006,16203,12164,5999,19611,18727,7324,1245,3177,11288,12425,16490,19644,11573,2941,12941,8425,17904,14768,7867,1594,14157,12404,9358,3073,14275,9566,4931,8501,5856,11375,12685,19796,12166,15158,4188,14860,16654,15647,9581,11560,11381,12164,12897,3713,7356,3934,10395,3383,14265,17793,1166,3950,5161,3395,6594,17384,8289,17267,12902,18144,2671,5214,7186,5705,4726,14239,16868,14547,11665,11658,18754,12792,17503,12137,2600,19606,1394,11995,6157,16795,15434,5546,12174,17185,1629
Пр-т Вернад. БКЛ,1749,БКЛ,9972,2208,5523,2822,9055,17651,11488,3177,3474,7531,11320,14509,11729,10197,3436,5080,9692,2792,6771,18493,9432,4553,10694,4005,9728,18355,17077,8203,18239,17978,12302,19586,17369,7869,4567,10835,12955,8811,3157,2233,4804,10819,7507,18433,9443,5554,8336,9339,1996,15203,10073,15432,7744,13049,15979,17369,2731,15780,12884,14345,15318,15647,7789,6642,14688,5860,10634,12081,17575,16595,7731,9972,13238,11241,5601,18425,15279,2754,6486,13344,16673,2358,11192,11434,1918,7590,9789,6339,10531,9002,13191,2938,2664,11616
Мичурин.пр-т БКЛ,1749,БКЛ,10055,18288,16864,10178,16304,7536,8908,9626,7488,17006,6336,5322,2990,3541,18739,1874,12714,6786,13038,5673,14226,1583,5778,15243,10958,15023,13881,8996,17703,11791,11214,4626,18610,7804,19092,15487,6519,3318,12396,11955,8592,8420,15865,9546,3190,14656,19199,7122,8930,18403,3111,2363,3543,5974,6588,9004,11823,13797,18532,8243,15551,5953,14651,6261,5184,17795,19865,6620,17512,6907,17320,9147,2427,12691,6293,11488,19325,18745,2587,13395,13155,7932,8963,2676,7380,10228,1149,9305,12304,18205,16796,15872,11745,18122
Аминьевская,1749,БКЛ,14672,2210,17368,19685,18156,19130,15931,1423,11414,7609,18651,9134,19161,14708,5812,12802,4908,10415,7934,3915,15610,8122,1125,8755,13840,3776,3526,7497,18810,15120,4430,19640,15590,17231,14977,17136,3606,3986,10220,9071,19714,16163,9275,13690,15683,9727,17878,12533,13018,10937,7211,15646,11348,19541,3361,7452,14649,1063,13091,11154,5719,7490,8782,18071,17226,10296,3886,3628,6580,11408,4041,4800,19990,13732,18234,12753,2634,11956,11524,1394,14207,13780,8068,8812,19887,4708,5864,5608,9485,18901,19078,7786,10804,14157
Давыдково,1749,БКЛ,6784,8509,19145,3871,10064,18426,12558,3632,3480,13045,4033,18837,14057,10836,3267,4004,19976,3606,3896,3871,12516,16344,2136,3542,6351,10118,6029,19044,17940,19192,5224,17915,10385,16840,6711,8896,5172,15617,1717,12819,6523,1886,15270,16043,16491,4886,3451,4065,18684,12213,12925,15819,10984,4281,18761,11445,12823,12605,9017,16103,7928,10630,10860,6225,10050,1014,1542,18184,8089,1948,17881,18225,11862,2274,19793,1058,15041,17376,6725,13635,12733,17449,15914,11181,18096,11992,9230,4019,3400,5584,7093,7823,12666,9563
Кунцевская БКЛ,1749,БКЛ,8396,13152,9449,2137,15130,15717,6964,11838,17831,19262,12889,7406,10655,17508,8864,7177,1791,8429,16362,7723,13731,1282,2373,11137,2304,19694,11194,14240,9465,13985,15097,15835,10813,1823,7790,4143,3973,5982,15414,18477,18848,13936,9919,6122,15818,15201,6212,13276,2010,15232,8894,19360,6777,8877,1744,8964,8738,12198,3719,17347,2892,11441,4098,7933,4655,16711,11970,2559,16414,5165,13861,3649,2882,8581,4463,3784,9077,11171,5811,1503,5197,12915,6480,7832,16890,12685,1661,13400,2716,13838,12496,1204,2991,14339
Терехово,1749,БКЛ,8675,13327,18263,15346,16553,13208,5043,9939,5405,9735,15930,17162,8160,3990,10464,2274,11745,8166,11408,14437,14780,18001,14458,16748,14988,10181,11070,5240,9800,5520,5978,16776,5971,13537,14812,19800,13101,12992,9014,13971,18091,4166,17062,1720,3605,1473,18470,6164,12263,5384,13032,16231,5718,14002,1420,5507,6911,12381,7212,13575,5555,13607,9382,19299,4049,1792,3863,16757,7382,14186,1648,9770,18836,3503,17992,14149,10823,16765,2891,18223,16254,13778,10555,7521,12293,9698,8397,13975,19024,5400,13056,9260,16461,4489
Марьина Роща БКЛ,1749,БКЛ,6316,19000,2971,15214,17279,9641,17875,13129,11903,4658,5569,4126,13482,16234,18691,3627,7204,10202,10873,19081,14505,18650,1343,17587,5705,3874,12245,18375,8340,10400,4738,7631,7359,4706,12650,10346,5466,12766,8532,15272,6443,7051,6474,7622,1669,11991,7043,12426,5178,15968,11176,7676,18362,18223,14231,5280,10370,7077,18977,8404,19839,3284,14271,9972,17793,2054,9895,7519,2260,10772,2282,6005,6621,13444,1733,19291,2153,8822,2813,15493,2756,7046,6571,15130,19830,15709,6500,12923,19836,13146,15385,10640,13452,19562
Рижская БКЛ,1749,БКЛ,7658,1113,11416,17740,15817,15546,10255,13568,16377,18080,12023,1548,13296,1835,9561,3763,17527,3257,4593,7546,7068,14918,11153,7338,2488,19153,12665,9326,6255,14616,6405,5141,12659,13357,18814,17061,3774,7617,1867,15190,1255,16813,9610,2774,8322,13743,18463,13055,11807,14739,15141,2451,12316,16895,16005,16979,14169,8452,3353,12428,8052,9458,17859,10266,1796,7968,3387,9928,11222,8437,15014,5368,9816,18098,8506,19333,11102,18535,3721,18999,15459,16045,14925,3104,8873,9294,2365,6313,3918,11936,15805,7807,2500,14245
Сокольники БКЛ,1749,БКЛ,17577,2735,1456,15008,11159,11975,18119,4543,11215,19114,12793,6528,9676,15344,15382,18730,17067,12281,4135,17187,1695,10337,9077,17918,2761,6848,7207,8331,16746,7119,18487,11062,6613,2518,3562,18524,4160,2086,12735,16831,15218,13671,18579,10368,7798,19209,1783,5319,19362,8376,11428,5703,18724,7287,3377,17996,14615,15706,7796,9317,3166,12219,1982,17190,13209,7360,8117,15523,8745,1142,11847,10915,8899,9566,15897,19696,14661,5296,12016,12668,11480,13118,19260,3530,12585,4452,7119,9726,12753,6687,10924,13283,12874,5046
Текстильщики БКЛ,1749,БКЛ,2595,8133,2632,1009,4403,8374,15749,15581,4195,8520,18476,4089,6758,11988,3559,13394,7173,17274,8764,10467,5195,1595,14787,12244,12189,9265,11404,13035,5701,19934,16655,6306,3982,19702,12734,13702,10201,15982,1245,4704,6569,18995,10827,1815,19466,5535,15787,14234,16325,11999,7764,3985,13238,18163,8660,18392,8690,4302,8388,3609,12484,7141,5654,17699,5396,1710,4063,13374,4015,6900,12237,6780,4889,11824,17196,11228,13208,10515,17373,2787,8307,2051,7231,7386,16077,17035,11906,9541,17442,1665,2705,13470,10383,16940
Печатники БКЛ,1749,БКЛ,9718,15531,18584,19837,7480,9749,1157,17654,13210,3852,8308,7581,12703,3324,7640,16364,17198,8032,14771,4389,4865,14626,9554,17119,8963,14289,7267,18940,2462,7175,13825,11812,5303,4869,13629,6394,6932,12300,5127,18804,1933,2624,5231,13236,7193,10995,4994,15620,13174,13672,10735,13670,6997,9579,2833,12390,1701,16872,6160,2447,5791,1239,3762,1724,5431,4665,1390,19286,4868,17175,9624,10917,3994,18271,15965,1525,1392,11831,16281,7927,2373,17014,7728,13082,13359,15021,11386,19386,4011,7309,14193,6203,7376,9650
Нагатинский З-н,1749,БКЛ,7478,10771,5984,17069,5763,7935,14992,5102,9758,16523,9036,14968,18589,17883,11668,15365,2518,8129,16268,5266,6972,11051,6218,13887,4971,9498,14927,4496,13482,1797,17707,8063,12781,1114,2803,15168,18548,5052,15223,17079,4533,10227,18826,12281,9044,1994,13380,19055,18769,4036,10985,2077,13256,13218,7325,5382,11732,14429,10175,5443,9492,16129,8212,5070,7725,15770,1187,14714,4489,2659,17465,16091,14436,18651,19253,8862,7662,1930,5441,3875,4343,10458,15935,14246,19374,18299,17905,19053,19955,3137,7417,13871,4644,19591
Кленовый бульвар,1749,БКЛ,1641,5191,3465,16497,19799,2128,8085,9143,7924,9534,13459,1902,11075,16062,5415,7661,4839,8243,12439,3691,10056,9543,11458,1968,2077,6889,2903,18312,14941,11435,7664,16833,3802,19969,12595,6731,13827,1305,19348,11149,10615,16430,10237,11268,14131,10149,9198,6079,19546,18703,9052,2478,10173,13305,10931,10597,5796,19074,3610,18475,2730,18358,16124,13451,15774,19300,4137,9347,18356,5509,13462,7901,10155,14784,7008,11674,3236,19080,12808,8754,5178,7784,3076,15920,3393,6071,17103,14045,12923,6204,13384,9113,10435,18664
Варшавская,1749,БКЛ,15986,15409,10161,2480,16364,7566,10142,1610,6192,13193,11724,6290,17184,10178,4047,7621,2197,16064,6490,16563,13589,8443,10903,3669,3102,14732,11825,4858,4249,14365,6905,12606,11800,3508,16677,5555,16965,18128,7549,11139,13575,6833,15119,3481,4431,4505,19876,1629,11008,19299,17700,2295,18567,15329,1416,11315,7315,7996,14737,11302,15496,13496,16160,5919,1329,7950,10056,7406,10034,7860,8033,18073,17460,14635,12356,7001,8282,14619,8129,11407,2077,14002,1949,5725,17478,13033,3420,15187,7987,4705,14209,17214,14369,12729
Каширская,1749,БКЛ,15460,15384,15719,17518,14439,17613,11547,5671,3684,16905,2217,6582,12295,10645,11297,18305,7750,12138,10530,9489,11526,7661,18105,18231,17138,7174,15734,8169,3715,10567,4541,17998,6208,18201,16200,3119,3695,14132,8859,19500,13939,10034,1239,12537,1350,19228,3708,5072,12055,19878,19230,8954,3006,12011,5597,19807,3123,17887,4450,9898,10135,8822,8486,18145,9637,8183,13044,11392,9820,7267,19387,1954,4934,15917,13546,6153,7939,9692,17310,15082,18469,6388,15133,8556,17551,9104,13841,13532,6622,10024,4042,19754,6711,15738
Нижегород-я БКЛ,1749,БКЛ,3362,1525,3265,2793,2865,6000,19821,1655,17913,16201,19889,8877,15145,18849,17708,4904,14293,13420,12969,4886,14475,16600,14698,7005,8028,9204,3160,13814,1342,15143,5952,2696,13965,16955,19725,13523,5285,9672,7525,14219,10709,10353,6860,6200,11673,4861,13647,14428,5869,6241,18410,7167,12668,7876,11359,11326,7613,16496,17036,17198,10382,19225,15051,9069,1442,18115,1799,6529,4456,19156,17336,6595,9755,10412,11426,12367,11473,1718,13946,17572,5924,1639,19789,4037,5287,12255,17385,5520,15563,7862,4543,11046,4652,15849
Каширская (Зам),9,ЗАМОСКВОРЕЦКАЯ,18534,5763,6879,2667,1577,13183,18369,11618,17643,13410,12381,5186,2534,19396,14926,2542,2549,15011,19078,12890,19309,17644,14829,9895,17563,17602,7211,3554,10350,4714,2262,16471,16733,1791,3901,16564,11862,2457,5722,7204,18140,18325,5054,17672,11293,11773,10875,13179,6614,5695,17276,5827,17746,1810,7872,18263,18637,15209,7376,15955,2496,4240,19598,2666,8339,3895,1133,7569,7870,15631,14566,6843,12576,1442,19794,8182,11713,7672,1869,19303,15242,7955,8924,1590,13599,2221,14962,15196,12815,15306,6940,9394,10092,18969
Нижегород-я НБС,1779,НЕКРАСОВСКАЯ,16779,14810,1040,13876,13691,13808,1765,6542,10018,15263,13024,3697,13586,3157,8452,9493,12530,12888,14249,8523,14387,4285,4179,11635,19348,17448,3076,18711,12644,4648,14721,11750,5946,10230,16503,8907,3772,3000,17058,16410,19587,6125,11785,12668,5614,11724,9051,11883,19441,17147,13364,8256,15799,10227,15760,2050,9264,17164,4290,14460,11684,5968,7963,15013,12810,9538,8453,7029,5943,13848,12371,8722,19775,13914,7407,19903,18256,8479,8470,17740,11284,19399,6177,19125,17141,9444,16759,13182,2187,15953,9599,13688,18652,12168
К,1749,БКЛ,18248,8141,10399,4981,15525,11309,14890,3003,7232,11072,6787,10318,4422,10945,11594,19754,18331,9786,4140,15098,14581,1701,13104,15977,17963,16428,14845,13736,5532,7552,3973,5364,13153,18037,12093,7198,16845,12608,5744,11313,8550,14473,12520,3331,8517,11770,1335,5434,19134,9864,14944,5640,3996,14514,1101,3174,7267,6699,16151,11355,10099,18187,1900,11845,17956,18455,8720,16881,11707,12653,15271,14689,2377,5438,2492,11593,18312,18433,6352,1399,1222,12384,4023,12404,11300,15672,12754,2282,8003,3694,9883,3650,10583,17186
Пыхтино,1691,СОЛНЦЕВСКАЯ ЛИН.,8390,16045,18903,13176,16827,13114,1628,16549,3981,10249,7095,7988,9379,5362,10375,10694,6809,6466,16959,14152,9174,8539,17884,3027,17251,17405,8239,14683,2226,13160,15908,18016,13565,7817,10891,8762,15051,16598,16490,3646,9326,5410,14966,4181,12131,16339,16606,2951,16352,8597,4671,3291,10437,11332,14428,12382,18983,13129,12506,10063,1256,15249,7394,9550,10922,4060,5433,11450,15161,16728,8593,15415,15971,19528,8293,10066,18023,18901,19670,6495,17695,11902,10620,8472,4353,15707,17296,13075,12439,14040,10988,8035,11124,4290
Аэропорт Внуково,1691,СОЛНЦЕВСКАЯ ЛИН.,15787,10257,13493,8656,5761,18352,6449,19943,13327,4608,1829,3694,13180,18791,12571,9085,6321,8891,9775,9474,1364,7705,11639,16180,12131,15429,12145,15284,13426,7090,4577,17131,15476,12085,14223,19679,4889,10655,18268,15282,11652,13377,14813,16451,1284,14820,8347,15749,11578,2578,8281,2216,13143,5982,13352,8353,2252,11907,4912,6463,10966,11636,1603,4457,19190,8970,10174,16003,1959,19049,7430,18339,15555,6982,1564,8813,4960,16033,5898,15646,15772,4371,18136,13783,9654,17815,12401,15277,13153,19801,17569,13950,7545,14178
Яхромская,18,ЛЮБЛИНСКАЯ,9813,19663,12491,9180,3563,19023,5655,8856,17161,2056,9691,12108,13350,5502,5844,1628,8225,11248,19631,4666,11657,11435,1776,5546,10468,10280,15667,7266,4900,18482,19026,8678,4095,9646,9557,11426,1988,16320,4560,1605,8008,5897,19844,18160,6270,3319,10469,18799,5257,8652,9130,8124,7727,15414,17028,13017,7949,19251,11943,9489,3674,12806,11173,11791,3203,7953,18025,2173,7742,3105,16326,9434,16340,5365,19294,7765,18367,10737,5602,15624,9737,19092,3324,11994,12471,17980,2322,6341,16395,14759,14798,17189,3864,12536
Лианозово,18,ЛЮБЛИНСКАЯ,18978,8499,2959,12203,9070,3349,5543,2118,1860,2921,17170,13961,7321,16821,11826,10956,8022,1836,5037,15458,9172,9517,8904,13357,6418,3905,18521,1215,18312,17179,2674,18496,7005,4048,6256,11238,10817,14402,14485,6829,11488,4815,17811,1817,9542,18725,13853,2645,12466,7370,2337,17942,1962,16756,8102,10556,10947,10881,13855,9487,15294,10319,16871,8412,10061,9314,18496,7088,5816,14792,19507,1834,2765,4520,9217,10642,2636,17071,2636,17855,11100,5591,16970,12740,17639,14071,17237,16304,8357,5616,16496,8603,16046,5489
Физтех,18,ЛЮБЛИНСКАЯ,1476,2893,9897,9793,9822,4534,4115,11996,11540,11708,10223,19801,17320,7808,17521,11186,6042,6022,1800,6006,5331,9080,11495,5161,6462,8683,15742,14409,17953,8843,2340,4718,17897,10115,2169,17208,12320,15912,13155,3999,2639,1205,3579,18134,18442,12800,16768,16022,15293,5666,16039,16705,19401,10852,1812,1410,1138,6920,1851,4977,2854,13680,4557,17319,7834,7748,19372,17870,12877,16177,16009,11091,15455,15212,16510,15885,15344,12309,9089,16226,1986,7371,5688,10719,16336,17256,14147,2938,15037,3834,5997,5933,4969,5404
Текстильщики СЦ,1749,БКЛ,18055,18422,14815,16915,6052,17560,14126,3220,9548,15778,8019,8493,15170,16464,19606,13568,4147,9100,8805,3870,3403,14122,19690,5257,16264,16467,7003,10404,4180,9694,11566,14531,12600,11154,16196,18407,18741,11391,11870,14696,9211,18393,10273,18395,16141,1041,6285,12979,3844,19131,6284,2570,6012,12070,4536,3852,8848,4734,17418,3921,11034,19423,17770,18944,3268,18935,19599,11023,12218,10575,13891,19011,7881,16031,10669,11591,8851,9184,2503,10927,10592,1143,14798,12010,4330,17175,1590,19487,11503,13438,7997,10796,11741,1741
